관리번호,시군구명,동명,리명,지번,도로명,구코드,동코드,리코드,교차로명,경도,위도
12-132,강서구,송정동,,1218-8,,26440,26440109,,송정초교(녹산)앞삼거리,128.8429685,35.10506814
12-131,강서구,명지동,,Aug-64,해척남북길 18,26440,26440104,,사취등마을,128.914939,35.11585187
12-130,강서구,녹산동,,546,낙동남로604번길 28,26440,26440111,,본녹산삼거리,128.885286,35.11263031
12-129,강서구,녹산동,,산7-1,낙동남로682번길 22-17,26440,26440111,,수협앞,128.8912332,35.1190414
12-128,강서구,송정동,,산148-1,,26440,26440109,,신촌마을입구,128.8563061,35.1102882
12-127,강서구,명지동,,167-1,,26440,26440104,,명지동사무소,128.9234975,35.1136316
12-126,강서구,녹산동,,862-3,낙동남로483번길 42,26440,26440111,,산양마을입구,128.8696818,35.11238443
12-125,강서구,송정동,,1538-1,,26440,26440109,,송정육교밑,128.8395306,35.09957035
12-124,강서구,대저2동,,Feb-37,,26440,26440102,,본리이주단지,128.9591746,35.17554337
12-122,강서구,송정동,,1558-11,녹산산단261로73번길 48,26440,26440109,,녹산공단27-1지점,128.8427047,35.09797396
12-121,강서구,송정동,,1544-2,녹산산단261로73번길 51,26440,26440109,,녹산공단28-1지점,128.839457,35.09559503
12-120,강서구,송정동,,1634,,26440,26440109,,녹산5번신호대,128.8571091,35.08895979
12-119,강서구,명지동,,Apr-83,,26440,26440104,,진목마을,128.9261952,35.11307639
12-118,강서구,대저1동,,1566-1,대저로 74-1,26440,26440101,,부산우편집중국주변,128.9590482,35.21516115
12-116,강서구,생곡동,,1459-10,,26440,26440112,,가달마을입구,128.8787273,35.13869015
12-115,강서구,생곡동,,591-41,,26440,26440112,,세산삼거리,128.874023,35.14134297
12-114,강서구,미음동,,4-183,세산길 153,26440,26440115,,파랑새어린이집입구,128.8773704,35.14710305
12-113,강서구,송정동,,1731-5,,26440,26440109,,녹산공단35지점(삼보정밀화학공업),128.8526492,35.08452072
12-112,강서구,송정동,,1720,녹산산단262로 26,26440,26440109,,녹산공단34지점(한성개발),128.8427416,35.08562149
12-024,강서구,대저2동,,Apr-87,,26440,26440102,,대저2동사무소,128.958053,35.17927765
12-111,강서구,송정동,,1709-2,녹산산단232로 38-26,26440,26440109,,녹산공단32지점(33지점직결),128.8394727,35.08565535
12-109,강서구,대저2동,,1842-15,,26440,26440102,,AVIS렌트카,128.9570506,35.18095147
9-011,해운대구,우동,,1119-25,,26350,26350105,,삼호가든,129.1358438,35.17089243
12-108,강서구,송정동,,1468,,26440,26440109,,녹산공단29지점(40번신호대),128.8327434,35.09794119
12-107,강서구,송정동,,1512-3,,26440,26440109,,녹산27지점,128.8388263,35.09797066
12-106,강서구,송정동,,1578-1,녹산산업북로 183,26440,26440109,,녹산공단25지점,128.8460428,35.09796113
12-105,강서구,송정동,,1578-3,녹산산업북로221번길 9,26440,26440109,,녹산공단23지점,128.8492314,35.09795864
12-104,강서구,송정동,,1599-8,녹산산업북로 241,26440,26440109,,녹산21지점(35번신호대),128.852671,35.09795034
12-103,강서구,송정동,,1638-2,녹산산단381로86번길 3,26440,26440109,,녹산공단19지점,128.8592216,35.09797551
12-102,강서구,송정동,,1657,녹산산단381로86번길 29,26440,26440109,,녹산공단18지점(33번 신호대),128.8620778,35.09791904
12-101,강서구,송정동,,185,르노삼성대로 61,26440,26440109,,녹산16지점,128.8660937,35.09794395
12-100,강서구,송정동,,185,르노삼성대로 61,26440,26440109,,녹산공단14지점(녹산 21번 신호대),128.8685126,35.09358064
12-099,강서구,송정동,,1656,,26440,26440109,,녹산3번신호대,128.862088,35.08896831
12-098,강서구,송정동,,1636,,26440,26440109,,녹산4번신호대,128.8592225,35.0884418
12-097,강서구,송정동,,1615,,26440,26440109,,녹산6번신호대,128.8526262,35.08847598
12-096,강서구,송정동,,1595,,26440,26440109,,녹산7번신호대,128.8492359,35.08895082
12-095,강서구,송정동,,1593-8,,26440,26440109,,녹산8번신호대,128.8460413,35.08897272
12-094,강서구,송정동,,1554,,26440,26440109,,녹산9번신호대,128.8427382,35.08898089
12-093,강서구,송정동,,1536,,26440,26440109,,녹산10번신호대,128.8394968,35.08947507
12-092,강서구,송정동,,1753-20,녹산산단46로 39,26440,26440109,,녹산11번신호대,128.8268497,35.09424399
12-091,강서구,송정동,,1750,,26440,26440109,,녹산12번신호대,128.8241884,35.09637965
12-088,강서구,송정동,,1468,,26440,26440109,,녹산공단31지점,128.8268676,35.09867644
12-087,강서구,송정동,,1502-2,녹산산업북로 22,26440,26440109,,녹산30지점(28번신호대),128.8295828,35.09648293
12-086,강서구,송정동,,1549-1,,26440,26440109,,녹산28지점,128.8394428,35.09345175
12-085,강서구,송정동,,1567-9,녹산산단261로40번길 12,26440,26440109,,녹산공단26지점,128.8460126,35.0934505
12-084,강서구,송정동,,1585-5,,26440,26440109,,녹산공단24지점,128.8492152,35.09346145
12-082,강서구,송정동,,1646-1,,26440,26440109,,녹산공단20지점(녹산23번신호대),128.8591813,35.09347017
12-081,강서구,송정동,,1662-6,녹산화전로 63,26440,26440109,,녹산공단17지점,128.865793,35.09349228
12-080,강서구,송정동,,1686-1,녹산화전로 8,26440,26440109,,녹산2번신호대,128.8657806,35.08897859
12-079,강서구,송정동,,1687,르노삼성대로 61,26440,26440109,,녹산1번신호대,128.8693508,35.08904638
12-077,강서구,대저1동,,Nov-91,체육공원로6번길 129-11,26440,26440101,,명성제경유리,128.9804067,35.20757739
12-076,강서구,범방동,,02월 02일,,26440,26440116,,경남경마공원입구,128.8808511,35.15163029
12-209,강서구,명지동,,3273,,26440,26440104,,명지주거단지 5지점,128.8994686,35.08836447
12-074,강서구,명지동,,3273,,26440,26440104,,명지주거단지(2),128.8994806,35.08899601
12-070,강서구,신호동,,185,르노삼성대로 61,26440,26440117,,삼성자동차동문,128.8869224,35.09468521
12-067,강서구,송정동,,산79-1,녹산화전로 126-13,26440,26440109,,녹산동화전부락입구,128.8659165,35.09962117
12-066,강서구,녹산동,,785-2,,26440,26440111,,산양삼거리,128.8729308,35.11241881
12-065,강서구,신호동,,185,르노삼성대로 61,26440,26440117,,삼성자동차주차장,128.873022,35.08889407
12-064,강서구,신호동,,185,르노삼성대로 61,26440,26440117,,삼성자동차정문,128.8775247,35.08890441
12-063,강서구,신호동,,185,르노삼성대로 61,26440,26440117,,삼성자동차남문,128.8819446,35.08892842
12-062,강서구,대저1동,,2533-23,,26440,26440101,,대동사거리,128.984875,35.21041495
12-061,강서구,범방동,,Feb-40,,26440,26440116,,사구마을입구,128.8864703,35.1598574
12-069,강서구,범방동,,1428-8,,26440,26440116,,등대휴게소,128.8848074,35.1561262
12-060,강서구,범방동,,Jul-81,수가로 805,26440,26440116,,조만교,128.8896374,35.16247239
12-059,강서구,대저2동,,May-40,,26440,26440102,,염막부락입구,128.9456431,35.13408136
12-058,강서구,대저2동,,Nov-67,,26440,26440102,,순복음강변교회,128.9479961,35.13873911
12-056,강서구,대저2동,,Feb-25,공항로87번길 30,26440,26440102,,송백마을,128.9368313,35.11918431
12-055,강서구,대저2동,,Feb-41,,26440,26440102,,염막마을,128.9400287,35.12420183
12-054,강서구,대저2동,,5753,,26440,26440102,,동자마을,128.9437118,35.13055568
12-053,강서구,대저2동,,Aug-37,,26440,26440102,,곡각지(공항외각도로),128.9354195,35.16215011
12-052,강서구,대저2동,,496-8,,26440,26440102,,도도본리마을(공항외각도로),128.9354546,35.16871656
12-051,강서구,대저2동,,675-17,,26440,26440102,,정관마을(공항외각도로),128.934938,35.16700525
12-050,강서구,대저2동,,201-81,,26440,26440102,,중문(공항외각도로),128.9350502,35.17163833
12-049,강서구,명지동,,1-485,,26440,26440104,,명지조정경기장,128.9319595,35.11223337
12-303,강서구,대저2동,,Apr-64,,26440,26440102,,공항입구,128.9520225,35.17962262
12-048,강서구,대저2동,,Jan-29,,26440,26440102,,국제선물류센터입구,128.9501926,35.17761248
12-047,강서구,대저2동,,1726-9,,26440,26440102,,공군제5672부대앞,128.9520081,35.18206651
12-046,강서구,녹산동,,159,,26440,26440111,,녹산중학교,128.8895172,35.11743304
12-045,강서구,송정동,,1218-8,,26440,26440109,,송정초교앞,128.8424404,35.10560037
12-044,강서구,명지동,,2984-99,,26440,26440104,,임해단지(7)(명지주거단지4지점),128.912312,35.08876998
12-042,강서구,명지동,,Apr-84,,26440,26440104,,임해단지(6)-반감응식,128.918382,35.09048528
12-038,강서구,명지동,,1526-9,,26440,26440104,,임해단지(3)명지동리,128.9274398,35.09915483
12-037,강서구,명지동,,Jun-35,,26440,26440104,,임해단지(4)명지하신입구,128.9255406,35.09363829
12-036,강서구,봉림동,,738-2184,,26440,26440108,,가락초교해포분교,128.8986987,35.17004517
12-035,강서구,대저1동,,1423-15,대저로 162-9,26440,26440101,,진흥주유소,128.9696582,35.21492633
12-034,강서구,명지동,,627-58,,26440,26440104,,낙동사회복지관,128.9032413,35.11898429
12-033,강서구,명지동,,3201,,26440,26440104,,강서경찰서입구,128.907294,35.11782834
12-032,강서구,대저1동,,727-2,,26440,26440101,,대상지하차도,128.9741776,35.21164197
12-030,강서구,대저2동,,Jul-47,,26440,26440102,,작지마을,128.9501819,35.14327734
12-029,강서구,대저2동,,Nov-50,,26440,26440102,,맥도마을,128.9536687,35.15131764
12-028,강서구,대저2동,,Jan-57,,26440,26440102,,강변가든,128.9555073,35.15541192
12-027,강서구,대저2동,,Jan-50,,26440,26440102,,서부산I/C,128.9563345,35.15774551
12-025,강서구,대저2동,,Jan-52,,26440,26440102,,동방부락,128.9598236,35.17348771
12-026,강서구,대저2동,,Nov-84,,26440,26440102,,본리부락,128.958617,35.16318402
12-023,강서구,대저2동,,Feb-24,,26440,26440102,,공항3거리,128.9580522,35.1807853
12-022,강서구,대저2동,,1726-9,,26440,26440102,,공항파출소,128.9534415,35.18150228
12-021,강서구,대저2동,,1239-5,,26440,26440102,,등구마을,128.9633392,35.19418145
12-020,강서구,대저1동,,Mar-18,,26440,26440101,,신덕마을,128.9695351,35.20069183
12-019,강서구,대저1동,,Feb-40,,26440,26440101,,신덕삼거리,128.9744007,35.2040249
12-018,강서구,대저1동,,Apr-75,,26440,26440101,,서강여고,128.9819167,35.21280885
12-017,강서구,대저1동,,May-75,대저로 242,26440,26440101,,강서구청,128.9804773,35.21380657
12-016,강서구,대저1동,,734,,26440,26440101,,대저사거리,128.9744357,35.21470905
12-015,강서구,대저1동,,1492-4,,26440,26440101,,소년감별소,128.9636158,35.21519773
12-014,강서구,대저1동,,1583,,26440,26440101,,대저초교,128.9560031,35.2146802
12-013,강서구,대저1동,,1660-1,낙동북로 196-4,26440,26440101,,부산구치소,128.9523662,35.21389225
12-012,강서구,대저1동,,1703-13,낙동북로212번길 19-8,26440,26440101,,평강삼거리,128.9487954,35.21430667
12-010,강서구,강동동,,29-167,,26440,26440103,,용화사,128.9439829,35.21580296
12-009,강서구,강동동,,101-4,낙동북로 82,26440,26440103,,대사약방,128.940495,35.21695271
12-008,강서구,강동동,,101-4,,26440,26440103,,대사초등학교,128.9362626,35.21840991
12-007,강서구,강동동,,246-3,제도로1041번길 533,26440,26440103,,강동우체국,128.9325662,35.21974242
12-006,강서구,죽림동,,1113-4,가락대로 1405,26440,26440105,,가락중학교,128.9043776,35.18969753
12-004,강서구,녹산동,,252-1,낙동남로604번길 29,26440,26440111,,녹명초교,128.886163,35.1143104
12-003,강서구,명지동,,400-2,,26440,26440104,,청량사입구,128.9193671,35.11468477
12-001,강서구,명지동,,1-311,영강길 38,26440,26440104,,명지중리입구,128.9308998,35.10917671
12-083,강서구,송정동,,1608-5,,26440,26440109,,녹산22지점,128.8525987,35.09347654
11-219,금정구,남산동,,857-9,,26410,26410104,,남산동캠퍼스(외대),129.0847744,35.26619772
11-214,금정구,서동,,산77-3,,26410,26410110,,금정여고뒤 삼거리,129.0999155,35.22084275
11-213,금정구,장전동,,385-45,금정로149번안길 27,26410,26410108,,장전현대볼링센터,129.086219,35.23558678
11-212,금정구,서동,,211-34,서동중심로 22,26410,26410110,,서2동사무소 앞,129.1046307,35.21263759
11-211,금정구,장전동,,109-7,금정로185번길 30,26410,26410108,,장전초교,129.0864614,35.24096268
11-206,금정구,장전동,,126-19,금강로347번길 47,26410,26410108,,대진정보통신고교,129.0829363,35.24002039
11-198,금정구,구서동,,Mar-56,,26410,26410107,,구서IC 진출구,129.100918,35.25367609
11-194,금정구,부곡동,,226-2,기찰로 66,26410,26410109,,동부증권앞,129.0920314,35.23597022
11-192,금정구,부곡동,,441-27,부곡로155번길 3,26410,26410109,,부곡전자랜드,129.090602,35.2288418
11-190,금정구,장전동,,503-1,,26410,26410108,,광명사유치원,129.0765646,35.23034497
11-183,금정구,장전동,,713,,26410,26410108,,장전동 장미슈퍼,129.0778856,35.22741611
11-182,금정구,구서동,,102-3,,26410,26410107,,구서동 태평양 APT,129.0976273,35.24877276
11-127,금정구,구서동,,976-1,수림로72번길 163,26410,26410107,,구서여중정문,129.0849583,35.24838813
11-126,금정구,노포동,,1119-13,,26410,26410102,,작장마을앞,129.0915639,35.28317561
11-125,금정구,노포동,,710,,26410,26410102,,농수산물유통공사앞,129.0917283,35.28152419
11-124,금정구,부곡동,,241-1,중앙대로 1675,26410,26410109,,대신빌라앞,129.0924606,35.23348447
11-114,금정구,부곡동,,773-1,,26410,26410109,,동현중학교(서동),129.0929207,35.21890885
11-113,금정구,구서동,,260-7,,26410,26410107,,구서여중입구,129.0885709,35.24818962
11-110,금정구,구서동,,1033-5,,26410,26410107,,구서롯데캐슬APT윗쪽길,129.0844243,35.25313879
11-108,금정구,구서동,,203-33,중앙대로1901번길 50,26410,26410107,,구서롯데캐슬402동,129.0876928,35.25310667
11-104,금정구,두구동,,22,,26410,26410101,,노포IC진입로,129.1011804,35.29129385
11-098,금정구,구서동,,811-6,체육공원로176번길 13,26410,26410107,,브니엘고교,129.1023791,35.25735562
11-096,금정구,회동동,,145-9,,26410,26410112,,회동초등학교,129.1209809,35.22924689
11-095,금정구,남산동,,566,,26410,26410104,,금샘초등학교,129.0852112,35.26920611
11-091,금정구,서동,,304-133,,26410,26410110,,서동 삼환 아파트,129.0987193,35.21458662
11-089,금정구,노포동,,산15-5,,26410,26410102,,금정경기장,129.0990305,35.29199036
11-087,금정구,구서동,,1006-1,두실로 69,26410,26410107,,정원빌라,129.0861834,35.26251525
11-084,동래구,명장동,,556-12,,26260,26260101,,서동 서명초등학교,129.0954743,35.21564244
11-083,금정구,구서동,,420-16,,26410,26410107,,금정소방서,129.0931046,35.24430352
11-082,금정구,금사동,,137-7,금사로67번길 14-10,26410,26410111,,금사동삼일금속앞,129.1118745,35.21943719
11-079,금정구,구서동,,936-8,금단로 23-2,26410,26410107,,구서경보아파트앞,129.093162,35.25285848
11-077,금정구,노포동,,133,,26410,26410102,,노포전철역버스회차장앞,129.0941989,35.28282696
11-073,금정구,서동,,405,,26410,26410110,,서곡초교,129.104895,35.2185001
11-072,금정구,남산동,,857-9,,26410,26410104,,남산고교앞삼거리,129.0841876,35.26708553
11-071,금정구,장전동,,713,금강로165번길 68,26410,26410108,,문영학원,129.0800156,35.22586141
11-070,금정구,장전동,,713,식물원로 82,26410,26410108,,장전2동사무소(온천화목타운직결),129.082258,35.22543004
